"PROCESSING_CODE","POS_DATA","Transaction.Amount","Merchant.Category.Code","Response.Code","POS.Entry.Mode"
0,"00S000100000",303,5812,0,"810"
0,"00S000100000",120,5735,100,"810"
0,"00S000100000",76,5735,100,"810"
0,"00S000100000",76,5735,0,"810"
0,"00S000100000",5,4814,0,"810"
3000,"00S000100000",599,5399,0,"812"
3000,"00S000100000",3000,4814,116,"812"
0,"00S000100000",500,4814,116,"810"
0,"00S000100000",1000,4814,116,"810"
3000,"00S000100000",12409,4722,0,"812"
3000,"00S000100000",29.25,4814,0,"812"
0,"00S000100000",505,8299,0,"810"
0,"00S000100000",53,4900,0,"810"
0,"00S000100000",254,5812,0,"810"
0,"00S000100000",6000,4814,0,"810"
0,"00S000100000",7000,5399,116,"810"
0,"00S000100000",4960,4814,0,"810"
0,"00S000100000",300,9399,0,"812"
0,"00S000100000",304,4814,0,"810"
0,"00S000100000",300,5399,0,"810"
0,"00S000100000",2000,5399,0,"810"
0,"00S000100000",552,6540,0,"810"
0,"00S000100000",142,5399,0,"810"
0,"00S000100000",151,7011,0,"810"
0,"00S000100000",150,4814,0,"810"
0,"00S000100000",19500,4814,0,"810"
3000,"00S000100000",7999,5399,191,"812"
3000,"00S000100000",20990,5399,0,"812"
3000,"00S000100000",7999,5399,0,"812"
0,"00S000100000",3710,4814,0,"810"
0,"00S000100000",443,7399,0,"810"
0,"00S000100000",749,7399,0,"810"
0,"00S000100000",349,7399,0,"810"
0,"00S000100000",429,7399,0,"810"
0,"00S000100000",391,7399,0,"810"
3000,"00S000100000",395.76,7922,0,"812"
0,"00S000100000",10000,7299,0,"810"
0,"00S000100000",40000,4722,116,"810"
0,"00S000100000",25000,4722,116,"810"
0,"00S000100000",98,5732,0,"810"
0,"00S000100000",500,4814,0,"810"
0,"00S000100000",2000,5399,191,"810"
0,"00S000100000",5000,5399,0,"810"
0,"00S000100000",286.34,4814,0,"810"
0,"00S000100000",400,4814,0,"810"
0,"00S000100000",50,4814,0,"810"
0,"00S000100000",100,6012,100,"810"
0,"00S000100000",2500,4814,0,"810"
0,"00S000100000",548,4814,0,"810"
0,"00S000100000",543,4814,0,"810"
0,"00S000100000",7.88,4121,0,"812"
0,"00S000100000",5200,4814,0,"810"
0,"00S000100000",700,4814,0,"810"
0,"00S000100000",500,4814,100,"810"
0,"00S000100000",275,4814,0,"810"
0,"00S000100000",1089,5399,0,"810"
0,"00S000100000",1045,5399,0,"810"
0,"00S000100000",2062,5399,0,"810"
0,"00S000100000",5000,4814,0,"810"
0,"00S000100000",5000,4814,0,"810"
0,"00S000100000",5000,4814,0,"810"
0,"00S000100000",500,4814,0,"810"
0,"00S000100000",407,4814,0,"810"
0,"00S000100000",10125,5399,116,"810"
0,"00S000100000",10126,6012,100,"810"
0,"00S000100000",10125,5399,116,"810"
0,"00S000100000",5000,5399,116,"810"
0,"00S000100000",8000,5399,116,"810"
0,"00S000100000",10990,7399,0,"810"
0,"00S000100000",73,4814,0,"812"
0,"00S000100000",79.52,4121,0,"810"
0,"00S000100000",501,5732,101,"810"
0,"00S000100000",348,4814,0,"810"
0,"00S000100000",1504,6300,0,"810"
0,"00S000100000",10170,4900,0,"810"
3000,"00S000100000",600,4814,0,"812"
0,"00S000100000",15344,9399,0,"810"
3000,"00S000100000",1298,5399,0,"812"
0,"00S000100000",5000,4814,0,"810"
0,"00S000100000",627,5812,0,"810"
0,"00S000100000",1.5,5815,100,"812"
0,"00S000100000",3900,4112,0,"810"
0,"00S000100000",2600,4814,0,"810"
0,"00S000100000",4884.96,8299,0,"810"
0,"00S000100000",4579.65,8299,0,"810"
0,"00S000100000",945,4131,0,"810"
0,"00S000100000",498,5732,0,"810"
3000,"00S000100000",20000,4814,0,"812"
0,"00S000100000",5000,4722,0,"810"
3000,"00S000100000",1000,4814,0,"812"
0,"00S000100000",284,4511,0,"810"
0,"00S000100000",99.51,4121,0,"810"
0,"00S000100000",572,5814,0,"810"
3000,"00S000100000",485,4722,0,"812"
0,"00S000100000",2000,5399,0,"810"
0,"00S000100000",2000,5399,0,"810"
0,"00S000100000",99,5399,0,"810"
0,"00S000100000",99,5399,0,"810"
3000,"00S000100000",250,5399,0,"812"
3000,"00S000100000",129,5399,0,"812"
0,"00S000100000",789.3,4814,0,"810"
0,"00S000100000",5120,4814,116,"810"
0,"00S000100000",10834,5399,0,"810"
0,"00S000100000",2000,4814,0,"810"
0,"00S000100000",5000,6540,0,"810"
0,"00S000100000",10000,4814,101,"810"
0,"00S000100000",21553,4814,0,"810"
0,"00S000100000",16200,8220,0,"810"
0,"00S000100000",100,4814,0,"810"
0,"00S000100000",279.31,5812,0,"810"
0,"00S000100000",1433,4121,0,"810"
0,"00S000100000",406.31,4121,0,"810"
3000,"00S000100000",129,5399,0,"812"
0,"00S000100000",5,6540,0,"810"
0,"00S000100000",166.51,4121,0,"810"
0,"00S000100000",6000,4814,0,"810"
0,"00S000100000",99.52,4121,0,"810"
0,"00S000100000",143.43,4121,0,"810"
0,"00S000100000",25000,4814,0,"810"
0,"00S000100000",7000,5399,0,"810"
0,"00S000100000",500,6012,100,"810"
0,"00S000100000",442.15,4814,0,"810"
0,"00S000100000",907.5,5814,0,"812"
0,"00S000100000",25,5967,0,"812"
0,"00S000100000",25,5967,0,"812"
0,"00S000100000",2000,4814,0,"810"
0,"00S000100000",2000,5399,191,"810"
0,"00S000100000",1200,4814,0,"810"
3000,"00S000100000",1290.7,7922,0,"812"
3000,"00S000100000",429.2,7922,0,"812"
3000,"00S000100000",4100,4814,0,"812"
0,"00S000100000",520,5399,0,"810"
0,"00S000100000",349,5732,0,"810"
0,"00S000100000",107,8211,0,"810"
0,"00S000100000",6000,5399,0,"810"
0,"00S000100000",1300,4814,0,"810"
0,"00S000100000",1030,5399,116,"810"
0,"00S000100000",499,5399,0,"810"
3000,"00S000100000",2854,7922,101,"812"
3000,"00S000100000",2854,7922,101,"812"
0,"00S000100000",965,5947,0,"810"
0,"00S000100000",12656,5399,0,"810"
0,"00S000100000",168,5399,0,"810"
0,"00S000100000",399,5732,0,"810"
0,"00S000100000",500,5399,0,"810"
0,"00S000100000",14000,4814,0,"810"
0,"00S000100000",76,5735,0,"810"
0,"00S000100000",5150,6012,100,"810"
0,"00S000100000",199,4814,0,"810"
0,"00S000100000",5000,4814,0,"810"
0,"00S000100000",2789.34,5699,0,"810"
3000,"00S000100000",5000,4814,0,"812"
3000,"00S000100000",5000,4814,0,"812"
0,"00S000100000",5000,4814,0,"810"
3000,"00S000100000",5000,4814,0,"812"
0,"00S000100000",3000,4814,191,"810"
0,"00S000100000",3000,5399,0,"810"
0,"00S000100000",700,5399,0,"810"
0,"00S000100000",76,5735,100,"810"
0,"00S000100000",1629,4814,0,"810"
0,"00S000100000",700,5399,0,"810"
0,"00S000100000",240,5399,0,"810"
0,"00S000100000",61,4814,0,"810"
3000,"00S000100000",225.6,7922,0,"812"
3000,"00S000100000",223.6,7922,0,"812"
0,"00S000100000",865,4814,116,"810"
0,"00S000100000",865,4814,116,"810"
0,"00S000100000",865,4814,116,"810"
3000,"00S000100000",1476.12,4112,0,"812"
0,"00S000100000",7000,4814,0,"810"
0,"00S000100000",76,5735,100,"810"
0,"00S000100000",76,5735,100,"810"
3000,"00S000100000",42774,8220,0,"812"
0,"00S000100000",847.63,4112,101,"810"
0,"00S000100000",1000,5399,0,"810"
0,"00S000100000",19620,5541,0,"810"
0,"00S000100000",750,4814,0,"810"
0,"00S000100000",200,5399,0,"810"
0,"00S000100000",100,5399,0,"810"
0,"00S000100000",2082,9311,0,"810"
0,"00S000100000",110,4814,0,"810"
0,"00S000100000",12650,8299,0,"810"
0,"00S000100000",2500,4814,0,"810"
0,"00S000100000",20000,4814,0,"810"
0,"00S000100000",20000,6012,100,"810"
0,"00S000100000",349,5732,0,"810"
0,"00S000100000",5000,5399,0,"810"
0,"00S000100000",5000,5399,0,"810"
0,"00S000100000",100,4814,0,"810"
0,"00S000100000",523,4814,0,"810"
3000,"00S000100000",385,4814,0,"812"
0,"00S000100000",660,4814,0,"810"
0,"00S000100000",500,4121,0,"810"
0,"00S000100000",5451,4131,0,"810"
0,"00S000100000",5451,4131,191,"810"
0,"00S000100000",2527.57,4112,0,"810"
0,"00S000100000",2132,9399,0,"810"
0,"00S000100000",399,5399,0,"810"
0,"00S000100000",300,6012,100,"810"
0,"00S000100000",277,5399,0,"810"
0,"00S000100000",598,4814,0,"810"
0,"00S000100000",39,8299,0,"812"
0,"00S000100000",269,7399,0,"810"
0,"00S000100000",5100,4814,0,"810"
0,"00S000100000",20000,5399,0,"810"
0,"00S000100000",44,5399,0,"810"
0,"00S000100000",300,5399,0,"810"
0,"00S000100000",100,4722,0,"810"
0,"00S000100000",2680,4722,0,"810"
0,"00S000100000",5000,4814,100,"810"
0,"00S000100000",168.5,4112,0,"812"
0,"00S000100000",4304.53,4112,0,"810"
3000,"00S000100000",653.08,5399,0,"812"
3000,"00S000100000",900,4814,0,"812"
0,"00S000100000",1000,4814,116,"810"
3000,"00S000100000",1500,4814,116,"812"
0,"00S000100000",411.92,7832,0,"810"
0,"00S000100000",50,4814,0,"810"
0,"00S000100000",349,5732,0,"810"
0,"00S000100000",44,4814,0,"810"
0,"00S000100000",1000,5399,0,"810"
0,"00S000100000",76,5735,0,"810"
0,"00S000100000",258,5399,0,"810"
0,"00S000100000",509.03,9399,0,"810"
0,"00S000100000",120,5812,0,"810"
0,"00S000100000",1170,4814,0,"810"
0,"00S000100000",166,5399,0,"810"
0,"00S000100000",757.84,4900,0,"810"
0,"00S000100000",321.53,4121,0,"810"
0,"00S000100000",149.52,4121,0,"810"
0,"00S000100000",500,4814,0,"810"
0,"00S000100000",97,5399,0,"810"
0,"00S000100000",30,4900,0,"810"
0,"00S000100000",749,5947,0,"810"
0,"00S000100000",49.2,7832,0,"810"
0,"00S000100000",391,4814,0,"810"
0,"00S000100000",354,4900,0,"810"
3000,"00S000100000",232.12,7922,0,"812"
0,"00S000100000",200,4900,0,"810"
0,"00S000100000",5150,4814,0,"810"
0,"00S000100000",305,6540,0,"810"
3000,"00S000100000",749,5399,0,"812"
3000,"00S000100000",1480.55,5399,0,"812"
3000,"00S000100000",520,5399,0,"812"
0,"00S000100000",199,4814,0,"810"
0,"00S000100000",12650,8299,0,"810"
0,"00S000100000",329,4814,0,"810"
0,"00S000100000",140,4112,0,"810"
0,"00S000100000",588.82,4814,0,"810"
0,"00S000100000",440,4112,0,"810"
0,"00S000100000",350,9399,0,"810"
0,"00S000100000",210,4112,0,"810"
0,"00S000100000",100,5399,0,"812"
0,"00S000100000",5118,4814,0,"810"
0,"00S000100000",500,4121,0,"810"
0,"00S000100000",50,5399,0,"810"
0,"00S000100000",100,4814,0,"810"
0,"00S000100000",220,5812,0,"810"
0,"00S000100000",2929,4722,0,"810"
0,"00S000100000",486,5399,0,"810"
0,"00S000100000",160,5812,0,"810"
0,"00S000100000",1177.63,5651,0,"810"
0,"00S000100000",16,4814,0,"810"
0,"00S000100000",280,5399,0,"810"
0,"00S000100000",10.2,5399,0,"810"
0,"00S000100000",100,7994,100,"810"
0,"00S000100000",100,7994,100,"810"
0,"00S000100000",549.3,5399,0,"810"
3000,"00S000100000",812,5399,116,"812"
3000,"00S000100000",334,5399,0,"812"
0,"00S000100000",1900,5399,0,"810"
0,"00S000100000",22740.48,5399,0,"810"
3000,"00S000100000",800,4812,0,"812"
0,"00S000100000",868,4900,0,"810"
0,"00S000100000",2278,9399,0,"810"
0,"00S000100000",324.92,7922,0,"810"
0,"00S000100000",200,4814,0,"810"
0,"00S000100000",246.5,5814,0,"812"
0,"00S000100000",4478,4812,0,"810"
0,"00S000100000",707,5812,0,"810"
0,"00S000100000",1000,4814,0,"810"
0,"00S000100000",291,6540,0,"810"
0,"00S000100000",699,4814,0,"810"
0,"00S000100000",103,4814,0,"810"
0,"00S000100000",1046,7399,0,"810"
0,"00S000100000",2000,4814,0,"810"
3000,"00S000100000",560,4900,0,"812"
0,"00S000100000",787.2,4814,0,"810"
3000,"00S000100000",560,4900,191,"812"
3000,"00S000100000",880,4900,0,"812"
3000,"00S000100000",880,4900,191,"812"
0,"00S000100000",320,5399,0,"810"
0,"00S000100000",300,4814,0,"810"
0,"00S000100000",398,5732,0,"810"
0,"00S000100000",2000,4814,0,"810"
0,"00S000100000",6500,4814,0,"810"
0,"00S000100000",5510,4722,0,"810"
0,"00S000100000",3110,4722,0,"810"
0,"00S000100000",1000,4814,0,"810"
0,"00S000100000",6500,4814,0,"810"
0,"00S000100000",355.1,7832,0,"810"
0,"00S000100000",349,5732,0,"810"
0,"00S000100000",500,5399,0,"810"
0,"00S000100000",362,4814,0,"810"
0,"00S000100000",1000,5399,0,"810"
3000,"00S000100000",7338,4722,0,"812"
0,"00S000100000",110,4814,0,"810"
0,"00S000100000",1000,4814,191,"810"
3000,"00S000100000",245,5399,0,"812"
0,"00S000100000",3460,4900,0,"810"
0,"00S000100000",2499,4900,191,"810"
0,"00S000100000",84535.73,4900,0,"810"
0,"00S000100000",51877.63,4900,0,"810"
0,"00S000100000",51,5732,0,"810"
0,"00S000100000",500,4814,0,"810"
0,"00S000100000",1000,4814,0,"810"
3000,"00S000100000",6085.73,6300,0,"812"
0,"00S000100000",2720,4814,0,"810"
0,"00S000100000",1800,4814,0,"810"
0,"00S000100000",2220,5399,0,"810"
0,"00S000100000",5000,4814,116,"810"
0,"00S000100000",1500,4814,0,"810"
0,"00S000100000",1000,5399,191,"810"
0,"00S000100000",51,5732,0,"810"
0,"00S000100000",1000,6012,100,"810"
0,"00S000100000",1000,6012,100,"810"
0,"00S000100000",1000,4814,0,"810"
0,"00S000100000",220,4814,0,"810"
0,"00S000100000",1760,4812,0,"810"
3000,"00S000100000",110,4814,0,"812"
0,"00S000100000",467.25,5651,0,"810"
0,"00S000100000",1300,5734,0,"810"
0,"00S000100000",320,5734,0,"810"
0,"00S000100000",320,5734,0,"810"
3000,"00S000100000",40,4814,0,"812"
0,"00S000100000",334,4814,0,"810"
0,"00S000100000",2000,4814,0,"810"
0,"00S000100000",599,4121,116,"810"
0,"00S000100000",9999,5411,0,"810"
0,"00S000100000",9998,5411,0,"810"
0,"00S000100000",9998,5411,0,"810"
0,"00S000100000",9997,5411,0,"810"
0,"00S000100000",349,4900,0,"810"
0,"00S000100000",15000,5399,0,"810"
0,"00S000100000",534,5399,0,"810"
0,"00S000100000",386.9,6540,0,"810"
0,"00S000100000",158,5814,0,"810"
0,"00S000100000",784.65,4900,0,"810"
0,"00S000100000",2372,4814,0,"810"
0,"00S000100000",9999,5399,116,"810"
0,"00S000100000",200,4814,0,"810"
0,"00S000100000",1000,4814,0,"810"
3000,"00S000100000",13956,5942,0,"812"
0,"00S000100000",4120,5399,0,"810"
0,"00S000100000",500,4814,0,"810"
0,"00S000100000",5000,4814,0,"810"
0,"00S000100000",1400,5399,0,"810"
0,"00S000100000",200,5399,0,"810"
0,"00S000100000",600,4112,0,"810"
0,"00S000100000",20000,5399,0,"810"
0,"00S000100000",100,6540,0,"810"
0,"00S000100000",350,5399,0,"810"
0,"00S000100000",500,4814,0,"810"
0,"00S000100000",789.54,4814,0,"810"
0,"00S000100000",770,5399,0,"810"
0,"00S000100000",1278.82,4900,0,"810"
0,"00S000100000",270,7832,0,"810"
0,"00S000100000",1499,5310,0,"810"
0,"00S000100000",2500,8299,0,"810"
0,"00S000100000",2500,8299,0,"810"
0,"00S000100000",5000,4814,0,"810"
0,"00S000100000",1500,5399,0,"810"
0,"00S000100000",5000,4814,0,"810"
0,"00S000100000",1333,5399,0,"810"
0,"00S000100000",400,5399,0,"810"
0,"00S000100000",409,4814,0,"810"
3000,"00S000100000",100,4814,0,"812"
3000,"00S000100000",191.38,7922,191,"812"
3000,"00S000100000",191.38,7922,191,"812"
3000,"00S000100000",191.38,7922,191,"812"
0,"00S000100000",800,5399,0,"810"
0,"00S000100000",3128,4111,0,"810"
0,"00S000100000",1860,4112,0,"810"
0,"00S000100000",1860,4112,0,"810"
0,"00S000100000",450,4112,0,"810"
0,"00S000100000",1400,4112,0,"810"
3000,"00S000100000",76,4814,0,"812"
3000,"00S000100000",6000,4814,0,"812"
0,"00S000100000",431,7399,0,"810"
0,"00S000100000",21,4814,0,"810"
0,"00S000100000",101,4814,0,"810"
3000,"00S000100000",249,5399,0,"812"
0,"00S000100000",666,5399,0,"810"
0,"00S000100000",5000,7399,0,"810"
0,"00S000100000",2028,5411,0,"810"
3000,"00S000100000",18244.26,8299,0,"812"
0,"00S000100000",229.78,4112,0,"810"
0,"00S000100000",1660,4722,0,"810"
0,"00S000100000",120,5399,0,"810"
0,"00S000100000",100,4814,0,"810"
0,"00S000100000",343.95,7922,0,"810"
0,"00S000100000",149,4814,0,"810"
0,"00S000100000",264,4814,0,"810"
3000,"00S000100000",185.8,5399,0,"812"
0,"00S000100000",515,4814,0,"810"
0,"00S000100000",103.5,5812,0,"810"
0,"00S000100000",1300,5399,0,"810"
0,"00S000100000",205,4814,0,"810"
0,"00S000100000",1000,4814,116,"810"
0,"00S000100000",500,4814,116,"810"
0,"00S000100000",164,4121,0,"810"
3000,"00S000100000",2805,4511,0,"812"
0,"00S000100000",5351,4900,116,"810"
0,"00S000100000",21532,4722,0,"810"
0,"00S000100000",2649,4722,0,"810"
0,"00S000100000",474,5399,0,"810"
0,"00S000100000",462.63,7922,0,"810"
0,"00S000100000",1000,4814,0,"810"
0,"00S000100000",1000,6012,100,"810"
0,"00S000100000",2276,7399,0,"810"
0,"00S000100000",504.4,4814,0,"810"
0,"00S000100000",399,4814,0,"810"
0,"00S000100000",448,4812,0,"810"
0,"00S000100000",10000,4814,0,"810"
0,"00S000100000",1005.87,5812,0,"810"
0,"00S000100000",3000,7993,116,"810"
0,"00S000100000",300,7993,0,"810"
0,"00S000100000",14,5399,0,"810"
0,"00S000100000",5000,5399,0,"810"
0,"00S000100000",10000,4814,116,"810"
0,"00S000100000",41485.71,8299,0,"810"
0,"00S000100000",2588,4900,0,"810"
0,"00S000100000",295,5734,0,"810"
3000,"00S000100000",1000,4814,0,"812"
0,"00S000100000",950,7011,0,"810"
0,"00S000100000",600,4814,0,"810"
0,"00S000100000",176.84,4814,0,"810"
0,"00S000100000",5150,4814,0,"810"
0,"00S000100000",500,4121,0,"810"
0,"00S000100000",2000,4814,0,"810"
3000,"00S000100000",675,5399,0,"812"
0,"00S000100000",15693,9399,0,"810"
0,"00S000100000",1000,5399,0,"810"
0,"00S000100000",20922,4900,0,"810"
0,"00S000100000",908,9399,0,"810"
0,"00S000100000",20600,4814,0,"810"
0,"00S000100000",1161,4814,0,"810"
0,"00S000100000",6518.22,6300,0,"810"
0,"00S000100000",3357.58,6300,0,"812"
0,"00S000100000",1000,4814,116,"810"
0,"00S000100000",4000,6012,100,"810"
0,"00S000100000",2000,5399,116,"810"
0,"00S000100000",4000,4814,116,"810"
0,"00S000100000",999,5732,0,"810"
0,"00S000100000",999,5732,191,"810"
0,"00S000100000",215,4814,0,"810"
0,"00S000100000",200,5734,0,"810"
0,"00S000100000",2850,4900,0,"810"
0,"00S000100000",534,4814,0,"810"
0,"00S000100000",99,4814,0,"810"
0,"00S000100000",23990,5399,0,"810"
0,"00S000100000",2000,4814,0,"810"
0,"00S000100000",20000,5399,0,"810"
3000,"00S000100000",1000,4814,0,"812"
0,"00S000100000",1532.82,4814,0,"810"
0,"00S000100000",610.02,4814,0,"810"
3000,"00S000100000",2841,4722,0,"812"
0,"00S000100000",10000,7299,0,"810"
3000,"00S000100000",3035.4,9399,0,"812"
0,"00S000100000",399,4814,0,"810"
0,"00S000100000",46,4121,0,"810"
0,"00S000100000",36,4121,0,"810"
0,"00S000100000",212,4814,0,"810"
0,"00S000100000",25000,4814,0,"810"
0,"00S000100000",25000,5399,0,"810"
3000,"00S000100000",44923.02,5399,0,"812"
0,"00S000100000",1000,4121,0,"810"
0,"00S000100000",2161,4814,0,"810"
0,"00S000100000",1200,4814,0,"810"
0,"00S000100000",1200,4814,0,"810"
0,"00S000100000",1000,4814,116,"810"
0,"00S000100000",1500,5399,116,"810"
0,"00S000100000",299,4814,0,"810"
0,"00S000100000",349,5732,0,"810"
0,"00S000100000",399,5732,0,"810"
0,"00S000100000",65,5812,0,"810"
3000,"00S000100000",521,7922,0,"812"
3000,"00S000100000",521,7922,0,"812"
0,"00S000100000",195,5814,0,"810"
0,"00S000100000",265.5,4814,0,"810"
0,"00S000100000",195,5812,191,"810"
0,"00S000100000",1446.62,4814,0,"810"
0,"00S000100000",467.2,5193,0,"810"
0,"00S000100000",280.22,4900,0,"810"
0,"00S000100000",698.54,4900,0,"810"
0,"00S000100000",550,4814,0,"810"
3000,"00S000100000",1366,5399,0,"812"
0,"00S000100000",520,4814,0,"810"
0,"00S000100000",70,5399,0,"810"
0,"00S000100000",1500,4814,0,"810"
0,"00S000100000",61,4814,0,"810"
3000,"00S000100000",1029.8,7922,0,"812"
3000,"00S000100000",633,4812,0,"812"
0,"00S000100000",2000,4814,0,"810"
0,"00S000100000",2000,4814,0,"810"
0,"00S000100000",105,4814,0,"810"
0,"00S000100000",1000,4814,0,"810"
0,"00S000100000",2000,4814,0,"810"
0,"00S000100000",4000,4814,0,"810"
0,"00S000100000",2500,4814,0,"810"
0,"00S000100000",500,4814,0,"810"
0,"00S000100000",408,4814,0,"810"
3000,"00S000100000",5000,6300,0,"812"
0,"00S000100000",650,7399,0,"810"
0,"00S000100000",19896.75,5399,191,"810"
0,"00S000100000",19896.75,5399,0,"810"
0,"00S000100000",972,4900,0,"810"
0,"00S000100000",1259.69,5814,0,"812"
3000,"00S000100000",500,5399,0,"812"
3000,"00S000100000",400,5399,0,"812"
3000,"00S000100000",354.24,5399,0,"812"
0,"00S000100000",399,5651,0,"810"
0,"00S000100000",3520,9399,0,"810"
0,"00S000100000",30,4814,0,"810"
0,"00S000100000",843.78,5699,0,"810"
0,"00S000100000",25000,6012,100,"810"
0,"00S000100000",25000,4814,0,"810"
3000,"00S000100000",25000,4814,0,"812"
0,"00S000100000",33230,5399,0,"810"
0,"00S000100000",500,6012,100,"810"
0,"00S000100000",9600,4722,101,"810"
0,"00S000100000",7000,5399,0,"810"
3000,"00S000100000",624,5977,0,"812"
0,"00S000100000",266.42,4121,0,"810"
0,"00S000100000",226.56,4121,0,"810"
3000,"00S000100000",200,4814,0,"812"
0,"00S000100000",500,4814,0,"810"
0,"00S000100000",1050,4814,0,"810"
0,"00S000100000",166.5,5812,0,"810"
0,"00S000100000",910.5,7011,0,"810"
0,"00S000100000",141.5,7399,0,"810"
0,"00S000100000",5400,5399,0,"810"
0,"00S000100000",225,4112,0,"810"
0,"00S000100000",398,4814,0,"810"
0,"00S000100000",300,4511,0,"810"
0,"00S000100000",56,5399,0,"810"
0,"00S000100000",100,4814,0,"810"
0,"00S000100000",3,5399,0,"810"
3000,"00S000100000",3212,4511,0,"812"
3000,"00S000100000",37897,5399,100,"812"
0,"00S000100000",468.28,9399,0,"810"
3000,"00S000100000",212.25,5812,0,"812"
0,"00S000100000",5164,4111,0,"810"
0,"00S000100000",439,7399,0,"810"
0,"00S000100000",500,4814,0,"810"
3000,"00S000100000",185,5812,0,"812"
3000,"00S000100000",582,7922,0,"812"
0,"00S000100000",300,4814,0,"810"
0,"00S000100000",302,4900,0,"812"
0,"00S000100000",30,4814,0,"810"
0,"00S000100000",30,6012,100,"810"
0,"00S000100000",1254.32,5651,0,"810"
0,"00S000100000",447,4121,0,"810"
0,"00S000100000",500,4121,0,"810"
0,"00S000100000",2000,4814,0,"810"
3000,"00S000100000",124,5399,0,"812"
3000,"00S000100000",1298,7399,0,"812"
0,"00S000100000",1298,7399,0,"810"
0,"00S000100000",476.72,4814,0,"810"
0,"00S000100000",500,5399,0,"810"
0,"00S000100000",300,4121,0,"810"
0,"00S000100000",695.91,5399,0,"810"
0,"00S000100000",190,5814,0,"810"
3000,"00S000100000",402.38,7922,0,"812"
0,"00S000100000",300,4814,0,"810"
0,"00S000100000",349,4814,0,"810"
0,"00S000100000",110,4814,0,"810"
0,"00S000100000",55,4814,0,"810"
0,"00S000100000",6100,8299,0,"810"
3000,"00S000100000",600,4511,101,"812"
0,"00S000100000",220,5399,0,"810"
0,"00S000100000",270,7399,0,"810"
0,"00S000100000",4078.08,4814,0,"810"
3000,"00S000100000",2437,5399,0,"812"
0,"00S000100000",418.22,8999,0,"810"
0,"00S000100000",348.61,8999,0,"812"
0,"00S000100000",10000,4814,0,"810"
0,"00S000100000",1000,5399,0,"810"
0,"00S000100000",941.62,4131,0,"810"
0,"00S000100000",137.87,4112,0,"810"
0,"00S000100000",8000,4814,0,"810"
0,"00S000100000",500,4121,0,"810"
3000,"00S000100000",413.92,7922,0,"812"
0,"00S000100000",301.41,4121,0,"810"
0,"00S000100000",155.95,5812,0,"810"
0,"00S000100000",155.95,5814,191,"810"
0,"00S000100000",120,5814,0,"810"
0,"00S000100000",20,7829,0,"810"
0,"00S000100000",298.48,4121,0,"810"
0,"00S000100000",5000,4814,191,"810"
3000,"00S000100000",2500,4814,191,"812"
0,"00S000100000",2000,5399,0,"810"
0,"00S000100000",315.05,4121,0,"810"
3000,"00S000100000",424,5399,0,"812"
0,"00S000100000",1367.62,5399,0,"810"
0,"00S000100000",500,5399,0,"810"
3000,"00S000100000",399,4722,0,"812"
0,"00S000100000",344,4814,0,"810"
0,"00S000100000",985,7011,0,"810"
0,"00S000100000",599,4121,0,"810"
0,"00S000100000",115,4814,0,"810"
0,"00S000100000",150,4121,0,"810"
0,"00S000100000",420,4900,0,"810"
0,"00S000100000",359.99,5814,0,"810"
0,"00S000100000",500,5399,0,"810"
0,"00S000100000",120.62,4814,0,"810"
3000,"00S000100000",1087.44,7922,0,"812"
0,"00S000100000",199,4814,100,"810"
0,"00S000100000",1,4121,0,"810"
0,"00S000100000",132.76,4112,0,"812"
0,"00S000100000",979,4814,0,"810"
3000,"00S000100000",10000,4814,0,"812"
0,"00S000100000",10000,6012,100,"810"
0,"00S000100000",363.92,4814,0,"810"
0,"00S000100000",1225,4900,0,"810"
0,"00S000100000",200,4814,0,"810"
0,"00S000100000",5,6540,0,"810"
0,"00S000100000",4400,4900,0,"810"
3000,"00S000100000",500,4814,0,"812"
3000,"00S000100000",500,4814,0,"812"
0,"00S000100000",399,5399,0,"810"
0,"00S000100000",440,4112,0,"810"
0,"00S000100000",649,5735,0,"810"
0,"00S000100000",7400,4814,0,"810"
0,"00S000100000",10000,6012,100,"810"
0,"00S000100000",10000,4814,0,"810"
0,"00S000100000",2683.8,5651,0,"810"
0,"00S000100000",483,5812,0,"810"
3000,"00S000100000",13434,4722,0,"812"
3000,"00S000100000",5351,4722,0,"812"
0,"00S000100000",148,5399,0,"810"
3000,"00S000100000",700,4814,0,"812"
3000,"00S000100000",587,7399,0,"812"
3000,"00S000100000",9136,5399,0,"812"
0,"00S000100000",76,5735,0,"810"
0,"00S000100000",249,5735,0,"810"
0,"00S000100000",7526,4722,0,"810"
0,"00S000100000",2869.76,5651,0,"810"
0,"00S000100000",167,4814,0,"810"
0,"00S000100000",245,4814,191,"810"
0,"00S000100000",245,4814,191,"810"
3000,"00S000100000",149,5399,0,"812"
0,"00S000100000",410,5399,0,"810"
0,"00S000100000",23990,5399,0,"810"
0,"00S000100000",497,4814,0,"810"
3000,"00S000100000",5908,6300,0,"812"
3000,"00S000100000",5908,6300,101,"812"
0,"00S000100000",1300,4814,0,"810"
0,"00S000100000",1068,9399,0,"810"
0,"00S000100000",1000,6012,100,"810"
0,"00S000100000",1001,4814,0,"810"
0,"00S000100000",1713.36,4816,116,"810"
0,"00S000100000",300,5399,0,"810"
0,"00S000100000",10000,7299,0,"810"
0,"00S000100000",1000,4814,0,"810"
0,"00S000100000",900,4814,0,"810"
